Date,Time,    Street_Address ,    City_State ,,
7/23/2014,    23:10     ,                                ,     LAG                     ,,
7/23/2014,    03:59     ,    344 BOUNDARY AVE            ,    MASSAPEQUA LI            ,,
7/23/2014,    06:15     ,    309 W 78TH ST               ,     M                       ,,
7/23/2014,    06:40     ,    472 E 18TH ST               ,     BK                      ,,
7/23/2014,    07:20     ,    12216 172ND ST              ,     QU                      ,,
7/23/2014,    07:40     ,    1155 PENNSYLVANIA AV        ,     BK                      ,,
7/23/2014,    09:40     ,    60 PITT ST                  ,     M                       ,,
7/23/2014,    11:05     ,    1120 5TH AVE                ,     M                       ,,
7/23/2014,    12:25     ,    140 W 140TH ST              ,     M                       ,,
7/23/2014,    12:30     ,    1301 AVENUE J               ,     BK                      ,,
7/23/2014,    08:10     ,    1705 PURDY ST               ,     BX                      ,,
7/23/2014,    09:05     ,    67 74TH ST                  ,     BK                      ,,
7/23/2014,    10:55     ,    2079 EIGHTH AV              ,     M                       ,,
7/23/2014,    17:20     ,                                ,     LAG                     ,,
7/23/2014,    17:50     ,    20 E 68TH ST                ,     M                       ,,
7/23/2014,    19:13     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    20:02     ,    8 E 69TH ST                 ,     M                       ,,
7/23/2014,    21:25     ,    44 E 161ST ST               ,     BX                      ,,
7/23/2014,    11:35     ,                                ,     NWK                     ,,
7/23/2014,    20:05     ,    305 W 56TH ST               ,     M                       ,,
7/23/2014,    20:16     ,    401 W 43RD ST               ,     M                       ,,
7/23/2014,    00:34     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    01:39     ,    100 W 33RD ST               ,     M                       ,,
7/23/2014,    22:32     ,    44 E 161ST ST               ,     BX                      ,,
7/23/2014,    02:40     ,    622 THIRD AV                ,     M                       ,,
7/23/2014,    21:34     ,    220 E 42ND ST               ,     M                       ,,
7/23/2014,    23:31     ,    575 LEXINGTON AV            ,     M                       ,,
7/23/2014,    13:41     ,    109 LEWIS AV                ,     BK                      ,,
7/23/2014,    14:49     ,    372 UTICA AV                ,     BK                      ,,
7/23/2014,    05:55     ,    4220 KISSENA BL             ,     QU                      ,,
7/23/2014,    07:45     ,    800 FIFTH AV                ,     M                       ,,
7/23/2014,    11:00     ,    220 E 72ND ST               ,     M                       ,,
7/23/2014,    14:15     ,    30 E 60TH ST                ,     M                       ,,
7/23/2014,    17:00     ,    575 MADISON AV              ,     M                       ,,
7/23/2014,    14:27     ,                                ,     LAG                     ,,
7/23/2014,    16:19     ,    204 FIFTH AV                ,     M                       ,,
7/23/2014,    17:30     ,    37 W 20TH ST                ,     M                       ,,
7/23/2014,    22:01     ,    757 THIRD AV                ,     M                       ,,
7/23/2014,    15:59     ,                                ,     LAG                     ,,
7/23/2014,    17:39     ,    355 LEXINGTON AV            ,     M                       ,,
7/23/2014,    19:06     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    21:32     ,    75 VARICK ST                ,     M                       ,,
7/23/2014,    22:20     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    16:40     ,                                ,     JFK                     ,,
7/23/2014,    19:13     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    02:03     ,    200 VARICK ST               ,     M                       ,,
7/23/2014,    03:10     ,    622 THIRD AV ON  41ST       ,     M                       ,,
7/23/2014,    05:15     ,                                ,     JFK                     ,,
7/23/2014,    06:20     ,    253 W 102ND ST              ,     M                       ,,
7/23/2014,    07:30     ,    11008 34TH AV               ,     QU                      ,,
7/23/2014,    08:30     ,    321 E 62ND ST               ,     M                       ,,
7/23/2014,    09:10     ,    772 SAINT NICHOLAS AV       ,     M                       ,,
7/23/2014,    07:50     ,    10756 108TH ST              ,     QU                      ,,
7/23/2014,    09:10     ,    1 CHESTER CT                ,     BK                      ,,
7/23/2014,    09:10     ,    487 CARLTON AV              ,     BK                      ,,
7/23/2014,    10:00     ,    2615 HOMECREST AV           ,     BK                      ,,
7/23/2014,    12:30     ,     PENN STATION               ,     M                       ,,
7/23/2014,    15:25     ,    60 E 8TH ST                 ,     M                       ,,
7/23/2014,    18:37     ,    150 BROADWAY                ,     M                       ,,
7/23/2014,    20:25     ,    2928 W 5TH ST               ,     BK                      ,,
7/23/2014,    05:45     ,    92 MILLER AV                ,     BK                      ,,
7/23/2014,    07:40     ,    99 JANE ST                  ,     M                       ,,
7/23/2014,    07:55     ,    195 WILLOUGHBY AV           ,     BK                      ,,
7/23/2014,    11:29     ,    60 HAVEN AV                 ,     M                       ,,
7/23/2014,    14:55     ,    1468 MADISON AV             ,     M                       ,,
7/23/2014,    15:46     ,    46 W 137TH ST               ,     M                       ,,
7/23/2014,    16:15     ,    17 E 102ND ST               ,     M                       ,,
7/23/2014,    17:20     ,    418 STANHOPE ST             ,     BK                      ,,
7/23/2014,    11:39     ,    13639 37TH AV               ,     QU                      ,,
7/23/2014,    12:45     ,    175 W 87TH ST               ,     M                       ,,
7/23/2014,    14:25     ,    452 FIFTH AV                ,     M                       ,,
7/23/2014,    17:10     ,    312 W 37TH ST               ,     M                       ,,
7/23/2014,    18:15     ,    301 E 17TH ST               ,    New York M               ,,
7/23/2014,    07:30     ,    3347 91ST ST                ,     QU                      ,,
7/23/2014,    09:40     ,    600 E 137TH ST              ,     BX                      ,,
7/23/2014,    21:38     ,    245 PARK AV                 ,     M                       ,,
7/23/2014,    16:10     ,    520 MADISON ON 53RD ST      ,     M                       ,,
7/23/2014,    20:55     ,    200 VARICK ST               ,     M                       ,,
7/23/2014,    21:41     ,    245 PARK AV                 ,     M                       ,,
7/23/2014,    23:10     ,                                ,     LAG                     ,,
7/23/2014,    08:20     ,    15340 78TH RD               ,     QU                      ,,
7/23/2014,    11:12     ,    3749 91ST ST                ,     QU                      ,,
7/23/2014,    13:29     ,    2510 30TH AV                ,     QU                      ,,
7/23/2014,    15:16     ,    9131 QUEENS BL              ,     QU                      ,,
7/23/2014,    17:25     ,    2261 42ND ST                ,     QU                      ,,
7/23/2014,    12:18     ,    1650 GRAND CC               ,     BX                      ,,
7/23/2014,    13:14     ,    470 NEPPERHAN AV            ,    YONKERS WE               ,,
7/23/2014,    16:45     ,    2500 HALSEY ST              ,     BX                      ,,
7/23/2014,    20:55     ,    44 E 161ST ST               ,     BX                      ,,
7/23/2014,    21:51     ,    230 PARK AV ON 45TH ST      ,     M                       ,,
7/23/2014,    10:10     ,    2161 HART ST                ,     BX                      ,,
7/23/2014,    14:15     ,    2425 EASTCHESTER RD         ,     BX                      ,,
7/23/2014,    16:09     ,    2050 EASTCHESTER RD         ,     BX                      ,,
7/23/2014,    17:02     ,    3817 BAILEY AV              ,     BX                      ,,
7/23/2014,    18:47     ,    411 E 53RD ST               ,     M                       ,,
7/23/2014,    23:49     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
7/23/2014,    14:37     ,    8818 162ND ST               ,     QU                      ,,
7/23/2014,    15:40     ,    184 CLARKSON AV             ,     BK                      ,,
7/23/2014,    17:15     ,    30 W 26TH ST                ,     M                       ,,
7/23/2014,    19:06     ,    35 E 62ND ST                ,     M                       ,,
7/23/2014,    20:44     ,    375 PARK AV                 ,     M                       ,,
7/23/2014,    05:45     ,    1974 MAYFLOWER AV           ,     BX                      ,,
7/23/2014,    06:25     ,    300 W 245TH ST              ,     BX                      ,,
7/23/2014,    07:55     ,    993 FIFTH AV                ,     M                       ,,
7/23/2014,    09:02     ,    1468 MADISON AV             ,     M                       ,,
7/23/2014,    09:36     ,    161 FORT WASHINGTON AV      ,     M                       ,,
7/23/2014,    10:30     ,    3026 BRIGHTON 14TH ST       ,     BK                      ,,
7/23/2014,    11:59     ,    1901 SECOND AVE             ,     M                       ,,
